altitude_km,orbital_inclination,eccentricity,in_eclipse,velocity_kms,temperature_c,battery_pct,solar_flux,signal_snr_db,is_anomaly
413.96056983613477,51.60982061456791,0.000151529729399529,0,7.664701107668089,71.60931950067905,82.43255784773035,168.58886646497223,19.00873872902099,0
406.34082838594577,51.59358917711234,4.2232261647748015e-05,1,7.669008596095179,-125.20073239073348,58.99786930828064,155.500305643421,17.13245695708466,0
415.7722624572083,51.695179075601956,0.00012877185951120737,1,7.663678013866642,-118.36158539830082,52.22339759479881,105.87713744596974,-1.0132261484042102,1
426.2763582768963,51.753283114142626,6.90380770919316e-05,0,7.657754234403614,57.11821208008686,93.78835574930181,101.30027237252472,23.84879950108794,0
405.19015950332,51.668684694413464,8.362985968145238e-05,0,7.669659707911205,62.31228458803822,78.18358323745582,185.8718638113477,18.72529447692527,0
405.1903565166098,51.70115437511705,0.00010238021334334588,0,7.669659596416041,79.07924150209975,96.291138072353,170.09956013742834,12.998058053259665,0
426.9505537860887,51.57825957676936,9.402544741367204e-05,1,7.657374491164218,-126.40859214742609,63.339747452882904,191.30501174956436,19.97120262817488,0
417.2092167498349,51.612540480613916,1.619471792535324e-05,1,7.6628668324847915,155.12556473020965,60.71100683066818,120.88698009780597,14.183860954595279,1
402.36630736878055,51.74857320735997,0.00016909060105816583,0,7.671258302103003,82.77693609794969,95.16220057692286,92.77986527744974,20.14120085172859,0
414.5107205230316,51.652671146025824,0.00015672046093794488,0,7.664390384848035,104.83080015878623,98.98649955940519,112.22974719958574,20.683970233662528,0
402.43898768625047,51.57579701242372,9.26841753436935e-05,0,7.671217144945947,92.95701907525942,88.9942162469471,186.01508094637174,23.199523800087242,0
402.4112429571569,51.60325505547874,0.0001467199313364542,0,7.67123285605634,109.70704446053489,89.64529993777853,141.62063948435326,16.33455412685649,0
410.9035472587924,51.703715129030456,8.011524193310124e-05,1,7.66642839000839,190.9560805948703,69.93175110585815,112.78994337975038,14.707255844590641,1
385.0406370641064,51.712622701032416,5.0890127812775794e-05,0,7.681088363645124,95.11343334918575,82.75853407609478,108.95515646752469,17.061033388159117,0
387.3009860098436,51.515786885838025,0.00010272065071002877,0,7.679803766232147,74.75865135278862,86.59461536459577,194.22282316346298,24.29763733219565,0
401.25254964910835,51.63625912750469,4.155485707576397e-05,0,7.671889079812384,93.35528436123869,80.56941891361409,120.7250103705052,20.377624956002403,0
395.8460265559869,51.59921571574467,0.00013045253117416615,1,7.674953281630341,-98.97515805517017,58.200451121378315,70.02340470468022,14.872059350491229,0
411.77096799114327,51.59344641518963,6.487186252801289e-05,0,7.665938160308429,86.89630608709341,92.1067444425166,185.66349623097358,16.14907828915071,0
397.10371109374546,51.73303079504307,1.9998456038351065e-05,1,7.6742401484580745,-133.91121504212657,39.01099436618462,123.027926168439,14.6039378311762,0
391.0523555839765,51.57624618601061,0.0,0,7.677673216403258,107.61164407748907,87.98895302023632,158.13222456927397,14.294706774327683,0
425.58778522705865,51.542442289672486,9.36471840567704e-05,0,7.658142134171072,96.87171956816654,88.98921541924743,142.36215176668526,14.830314908830118,0
405.2906843941616,51.51850086956315,0.00011603512448695737,0,7.66960281878113,-4.796101720805961,8.311933333855652,101.41590757055783,16.24326520004654,1
408.81033845625507,51.58254530687944,0.00016688681890716627,0,7.667611770969863,104.0094086300918,91.99115746420546,143.9502743991865,16.164727091725023,0
390.9030217654385,51.52647537312219,1.3249471787470292e-05,1,7.677757995046568,-138.45110929374673,52.66274418865731,150.8353574387303,10.180821036909062,0
401.4674073056978,51.513521823746096,0.00015045994065213022,0,7.67176738286768,76.03433912803271,100.0,70.0,17.53435245376478,0
409.3310710765184,51.511002987433294,7.564204054125761e-05,0,7.667317327218407,105.73772953001088,90.43540533204359,196.67912440221573,13.247179786166562,0
394.18807707093237,51.516945729589324,9.691783726309534e-05,0,7.675893677165524,86.84190770440546,88.87427940674915,181.11058215432598,14.453429807111768,0
412.5083762201481,51.52391676109827,0.00010028897888707376,1,7.665521482152816,-101.80632202998274,34.554987924648145,70.0,22.039940103287133,0
400.79233572097434,51.639905272165855,9.947991797320968e-05,1,7.6721497678289,-119.79040158228503,62.97269468598671,187.68431150001183,18.991550947787886,0
404.49967500248067,51.40400174773929,0.0,0,7.670050501689816,98.05871540037558,92.9552420061275,152.45812244780498,20.62765382715798,0
400.77952065324723,51.52982467520165,0.00013579205036606587,1,7.6721570272997734,-113.78627916552753,67.41023453782056,113.08132667614505,20.775300445329513,0
430.22733821410725,51.58998700926418,0.00014172603794747815,1,7.655529633816543,-147.29117331186097,56.109675330004414,197.5725374052031,13.37474581256636,0
407.8380333031448,51.71486246201781,0.00014783386568122076,0,7.6681616433143605,72.40344250138054,92.69848948945459,134.33557671560044,11.783805609481831,0
395.3074688525292,51.575407296092344,0.00012437380601731772,1,7.675258715797144,-112.93695734973022,58.562450403095546,242.6755105501985,16.419735491592288,0
417.87053894523825,51.58466766321173,8.96439596309286e-05,0,7.6624935931288185,64.63085143603614,86.93185373126695,132.1979624584879,19.07362037407796,0
393.34987620034775,51.59120532960219,2.6599274256868362e-05,0,7.6763692396052425,102.95144070822153,85.79441364011878,156.7881659829567,18.230238236749383,0
410.5063631400571,51.41763123462223,0.0001224267497220633,0,7.6666528931539295,117.38687411890238,95.79316987377548,132.82399451551404,10.599389551218021,0
384.4839585134427,51.665909310092495,0.00010192704767424053,0,7.681404833129767,73.89995635924359,78.52171926722554,136.05942610462415,17.495843223998786,0
392.06176741321883,51.66174215702114,9.987746084400755e-05,1,7.677100234547527,-127.13384251412862,70.18580260976367,173.64150728503463,14.439264027518417,0
410.36233483042946,51.68144961592867,0.00012203277389792548,0,7.666734308151328,68.80108775615905,76.31653143851675,251.29138122997745,19.692769996140843,0
416.8615989599449,51.85058480530283,9.774440002739458e-05,1,7.663063044111296,-119.48953005584521,40.648265639970575,131.6042390248213,17.94719272909476,0
410.05641937427964,51.47014783970128,7.779909013504636e-05,0,7.666907241830594,110.46859064445992,86.48351260503718,144.95518133302411,15.183581835527098,0
406.6122206113411,51.45119733353943,4.100143117115921e-05,0,7.668855051596223,85.52004162547216,91.76465966710715,144.96371748760012,18.76667391208555,0
404.3867556529285,51.6705867314599,9.970728570958746e-05,0,7.67011441638106,128.55957866668922,100.0,150.603654452843,20.258134227476926,0
390.2577361155909,51.56625108988143,0.00017366845036159023,0,7.678124363926967,112.69778084014166,87.13915831969486,135.88614811122167,16.708906170992567,0
399.3618694992635,51.501437174646306,4.486775383592346e-05,1,7.672960224615953,-122.82582410579555,42.16462847095538,147.6987042262032,14.132522478184383,0
402.4723347484825,51.5717437532179,0.0001501564626102441,0,7.671198261509377,96.83925182400934,89.0378571308587,234.06322944503273,17.386146222764154,0
420.685466714627,51.53816563749083,0.0001357262806093356,1,7.660905504169657,-110.99414607731802,59.29805152893002,162.5286317814409,19.88474111651702,0
412.12341947482156,51.77247770677972,1.4394675104631579e-05,1,7.6657389964270175,-91.39604744743386,54.3779094732701,161.27020310148404,20.038068986092618,0
